"id","name","shape","carat","color","clarity","cut","lab","certificate_number","original_price","size","growth_type","depth ","table ","video_url"," certificate_link","image_link"
"88","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2","E","VVS2","","IGI","635423899","945","7.18*8.32*4.39","HPHT","61.1","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926171469&zoomslide=1&z=1926171469&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=635423899",""
"89","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.55","F","VVS2","","IGI","631404643","451.98","6.75*7.78*4.05","HPHT","60","64","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926071135&zoomslide=1&z=1926071135&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=631404643",""
"90","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","2.02","H","VS1","","GIA","7438510467","627.21","8.80X6.13X4.17","CVD","67.9","65","https://www.filesonsky.com/v360/Vision360.HTML?d=603660","https://www.gia.edu/report-check?reportno=7438510467","https://www.filesonsky.com/v360/imaged/603660/603660_2.jpg"
"91","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","2.02","H","VS1","","GIA","2437982870","627.21","8.92X6.07X4.14","CVD","68.1","63","https://www.filesonsky.com/v360/Vision360.HTML?d=607422","https://www.gia.edu/report-check?reportno=2437982870","https://www.filesonsky.com/v360/imaged/607422/607422_2.jpg"
"92","FLOWER Shape Antique Cut Diamond","FLOWER","2.02","F","VS1","","NON-CERT","NON-CERT","845.37","7.15-7.13*5","CVD","70.1","61.2","https://videop.co.in/vision360.html?d=26125","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/26125/26125.jpg"
"93","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.42","G","VS2","","IGI","546232403","855.71","7.64*8.81*4.80","CVD","62.8","58","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923380726&zoomslide=1&z=1923380726&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=546232403",""
"94","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.99","D","VS1","","IGI","630447777","627.88","7.15*8.23*4.45","HPHT","62.2","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926070307&zoomslide=1&z=1926070307&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=630447777",""
"95","TRIANGLE Shape Antique Cut Diamond","TRIANGLE","1.11","E","VVS2","","IGI","651439851","232.48","6.92 - 6.75 * 4.3","CVD","63.7","58","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGS409-178","https://www.igi.org/reports/verify-your-report?r=651439851","https://mediassests.s3.amazonaws.com/V360/imaged/LGS409-178/still.jpg"
"96","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.93","D","VVS2","","IGI","629453168","679.69","7.26*8.39*4.32","HPHT","59.5","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925980941&zoomslide=1&z=1925980941&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=629453168",""
"97","ROUND POLYGON Shape Antique Cut Diamond","ROUND POLYGON","2.13","F","VVS2","","IGI","652490190","930.38","8.03 - 8.01 * 5.04","CVD","62.8","66","https://diamview360.s3.ap-south-1.amazonaws.com/polish/38479761.html","https://www.igi.org/reports/verify-your-report?r=652490190","https://diamview360.s3.ap-south-1.amazonaws.com/polish/38479761.jpg"
"98","CUSTOM Shape Antique Cut Diamond","CUSTOM","12.47","F","VS1","","NON-CERT","NON-CERT","17536.41","15.41-13.99*5.51","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-O","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"99","CUSTOM Shape Antique Cut Diamond","CUSTOM","12.38","F","VS1","","NON-CERT","NON-CERT","17401.44","15.34-11.27*5.65","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-B","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"100","CUSTOM Shape Antique Cut Diamond","CUSTOM","10.14","F","VS1","","NON-CERT","NON-CERT","14249.3","15.36-11.82*5.89","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-E","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"101","CUSTOM Shape Antique Cut Diamond","CUSTOM","10.04","F","VS1","","NON-CERT","NON-CERT","14121.36","15.36-15.34*5.83","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-A","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"102","CUSTOM Shape Antique Cut Diamond","CUSTOM","9.97","F","VS1","","NON-CERT","NON-CERT","14017.32","15.34-13.10*6.16","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-Q","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"103","CUSTOM Shape Antique Cut Diamond","CUSTOM","9.82","F","VS1","","NON-CERT","NON-CERT","13802.21","15.55-11.93*5.85","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-P","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"104","CUSTOM Shape Antique Cut Diamond","CUSTOM","9.31","F","VS1","","NON-CERT","NON-CERT","13092.21","15.29-14.64*6.03","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-R","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"105","CUSTOM Shape Antique Cut Diamond","CUSTOM","9.14","F","VS1","","NON-CERT","NON-CERT","12843.35","15.20-14.66*5.93","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-G","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"106","CUSTOM Shape Antique Cut Diamond","CUSTOM","8.69","F","VS1","","NON-CERT","NON-CERT","12216.3","15.32-12.93*6.42","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-K","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"107","CUSTOM Shape Antique Cut Diamond","CUSTOM","8.62","F","VS1","","NON-CERT","NON-CERT","12120.69","14.29-13.42*5.59","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-N","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"108","CUSTOM Shape Antique Cut Diamond","CUSTOM","8.39","F","VS1","","NON-CERT","NON-CERT","11798.73","15.40-11.21*6.33","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-D","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"109","CUSTOM Shape Antique Cut Diamond","CUSTOM","8.02","F","VS1","","NON-CERT","NON-CERT","11271.5","14.90-15.27*5.74","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-V2","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"110","CUSTOM Shape Antique Cut Diamond","CUSTOM","7.73","F","VS1","","NON-CERT","NON-CERT","10867.99","15.44-11.87*5.88","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-H","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"111","CUSTOM Shape Antique Cut Diamond","CUSTOM","7.22","F","VS1","","NON-CERT","NON-CERT","10146.74","15.40-9.35*6.35","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-C","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"112","CUSTOM Shape Antique Cut Diamond","CUSTOM","7.06","F","VS1","","NON-CERT","NON-CERT","9920.38","15.55-11.66*5.07","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-S","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"113","CUSTOM Shape Antique Cut Diamond","CUSTOM","6.84","F","VS1","","NON-CERT","NON-CERT","9620.92","15.35-14.00*5.60","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-V","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"114","CUSTOM Shape Antique Cut Diamond","CUSTOM","6.8","F","VS1","","NON-CERT","NON-CERT","9554.84","15.08-9.32*5.73","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-I","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"115","CUSTOM Shape Antique Cut Diamond","CUSTOM","6.46","F","VS1","","NON-CERT","NON-CERT","9085.25","15.22-11.96*6.42","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-T","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"116","CUSTOM Shape Antique Cut Diamond","CUSTOM","6.1","F","VS1","","NON-CERT","NON-CERT","8581.92","16.00-11.44*4.70","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-J","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"117","CUSTOM Shape Antique Cut Diamond","CUSTOM","5.81","F","VS1","","NON-CERT","NON-CERT","8168.57","15.40-12.19*5.47","CVD","","","https://mglgd.com/Media/viewer3/Vision360.html?d=SP-U","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"118","TRILLIANT Shape Antique Cut Diamond","TRILLIANT","1.73","E","VS1","","IGI","650409343","513.81","8.04 - 8.31 * 4.59","CVD","55.2","55","https://video.S360.services/?d=ADW218B","https://www.igi.org/reports/verify-your-report?r=650409343",""
"119","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.58","D","VS1","","IGI","596333529","504.02","6.32 * 8.64 * 4.14","HPHT","65.5","61","https://diamond.blissvideos.com/?d=5767","https://www.igi.org/reports/verify-your-report?r=596333529","https://diamond.blissvideos.com/imaged/5767/still.jpg"
"120","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.15","E","VS1","","IGI","631430354","949.44","7.33*8.56*4.77","HPHT","65.1","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926100620&zoomslide=1&z=1926100620&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=631430354",""
"121","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.06","E","VS1","","IGI","632488328","909.7","7.21*8.29*4.48","HPHT","62.1","64","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926100950&zoomslide=1&z=1926100950&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632488328",""
"122","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.05","E","VS1","","IGI","633490557","905.28","7.22*8.30*4.54","HPHT","62.9","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926170739&zoomslide=1&z=1926170739&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=633490557",""
"123","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.81","E","VVS2","","IGI","629497431","579.49","6.95*7.93*4.40","HPHT","63.3","64","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926040642&zoomslide=1&z=1926040642&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=629497431",""
"124","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.03","E","VS1","","IGI","644490492","899.7","7.43*8.51*4.28","HPHT","57.6","67","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926400514&zoomslide=1&z=1926400514&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=644490492",""
"125","TRIANGLE Shape Antique Cut Diamond","TRIANGLE","1.05","E","VS1","","IGI","651439855","201.41","6.72 - 6.95 * 4.37","CVD","62.9","61","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGS409-179","https://www.igi.org/reports/verify-your-report?r=651439855","https://mediassests.s3.amazonaws.com/V360/imaged/LGS409-179/still.jpg"
"126","TRIANGLE Shape Antique Cut Diamond","TRIANGLE","1.02","E","VS1","","IGI","651439861","195.66","6.6 - 6.84 * 4.35","CVD","63.6","62","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGS409-177","https://www.igi.org/reports/verify-your-report?r=651439861","https://mediassests.s3.amazonaws.com/V360/imaged/LGS409-177/still.jpg"
"127","LOZENGE Shape Antique Cut Diamond","LOZENGE","1.27","E","VS1","","IGI","636478235","243.61","10.07 - 7.08 * 3.89","CVD","54.9","63","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LET144D-20","https://www.igi.org/reports/verify-your-report?r=636478235","https://mediassests.s3.amazonaws.com/V360/imaged/LET144D-20/still.jpg"
"128","TRILLIANT Shape Antique Cut Diamond","TRILLIANT","1.56","D","VS1","","IGI","648444307","504.88","7.86 - 7.83 * 4.49","CVD","57.3","57","https://workshop.360view.link/view/2408242-ADW212B","https://www.igi.org/reports/verify-your-report?r=648444307",""
"129","FLOWER Shape Antique Cut Diamond","FLOWER","2.03","G","VS1","","NON-CERT","NON-CERT","824.18","7.19-7.19*5.12","CVD","71.3","61.3","https://videop.co.in/vision360.html?d=26124","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/26124/26124.jpg"
"130","FLOWER Shape Antique Cut Diamond","FLOWER","2.02","F","VS1","","NON-CERT","NON-CERT","876.68","7.18-7.17*5.11","CVD","71.2","60.6","https://videop.co.in/vision360.html?d=26123","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/26123/26123.jpg"
"131","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.1","F","VVS2","","IGI","630447898","947.52","7.32*8.48*4.45","HPHT","60.8","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926070567&zoomslide=1&z=1926070567&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=630447898",""
"132","ROUND POLYGON Shape Antique Cut Diamond","ROUND POLYGON","2.08","F","VS1","","IGI","650409027","882.96","7.91 - 7.89 * 5.08","CVD","64.2","58","https://diamview360.s3.ap-south-1.amazonaws.com/polish/38275520.html","https://www.igi.org/reports/verify-your-report?r=650409027","https://diamview360.s3.ap-south-1.amazonaws.com/polish/38275520.jpg"
"133","ROUND POLYGON Shape Antique Cut Diamond","ROUND POLYGON","2.05","G","VVS2","","IGI","652458139","870.23","7.87 - 7.86 * 4.90","CVD","62.3","59","https://diamview360.s3.ap-south-1.amazonaws.com/polish/38320843.html","https://www.igi.org/reports/verify-your-report?r=652458139","https://diamview360.s3.ap-south-1.amazonaws.com/polish/38320843.jpg"
"134","TRIANGLE Shape Antique Cut Diamond","TRIANGLE","1.02","F","VVS2","","IGI","651439857","204.95","6.51 - 6.85 * 4.14","HPHT","60.4","64","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGS409-176","https://www.igi.org/reports/verify-your-report?r=651439857","https://mediassests.s3.amazonaws.com/V360/imaged/LGS409-176/still.jpg"
"135","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.29","H","VS2","","IGI","546232382","727.99","7.75*8.95*4.50","CVD","58.1","68","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923380748&zoomslide=1&z=1923380748&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=546232382",""
"136","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.02","H","VS1","","IGI","542231989","671.35","7.41*8.45*4.26","CVD","57.5","66.5","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923310342&zoomslide=1&z=1923310342&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=542231989",""
"137","TRIANGULAR Shape Antique Cut Diamond","TRIANGULAR","1.7","E","VS2","","IGI","553224035","545.34","8.28 * 8.09 * 4.98","CVD","61.6","55","https://view.gem360.in/gem360/1511221302-596/gem360-1511221302-596.html","https://www.igi.org/reports/verify-your-report?r=553224035",""
"138","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.06","D","VS1","","GIA","1459344410","1049.06","7.51*8.59*4.30","HPHT","57.2","68","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923520443&zoomslide=1&z=1923520443&ISCONFIRM=0","https://www.gia.edu/report-check?reportno=1459344410",""
"139","TRIANGULAR Shape Antique Cut Diamond","TRIANGULAR","1.52","G","VVS2","","IGI","635466450","517.51","7.75 * 8.03 * 4.72","CVD","58.8","55","https://workshop.360view.link/360viewer/360view.html?d=2205244-635466450","https://www.igi.org/reports/verify-your-report?r=635466450",""
"140","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.95","E","VVS1","","IGI","633490572","728.83","7.24*8.30*4.51","HPHT","62.3","63","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926170661&zoomslide=1&z=1926170661&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=633490572",""
"141","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.5","E","VS1","","IGI","596333518","476.28","6.07 * 8.51 * 4.14","HPHT","68.2","63","https://diamond.blissvideos.com/?d=5763","https://www.igi.org/reports/verify-your-report?r=596333518","https://diamond.blissvideos.com/imaged/5763/still.jpg"
"142","ROUND POLYGON Shape Antique Cut Diamond","ROUND POLYGON","2.13","F","VVS2","","IGI","650409026","1005.36","7.99 - 7.99 * 4.92","CVD","61.6","59","https://diamview360.s3.ap-south-1.amazonaws.com/polish/38275521.html","https://www.igi.org/reports/verify-your-report?r=650409026","https://diamview360.s3.ap-south-1.amazonaws.com/polish/38275521.jpg"
"143","CRISS Shape Antique Cut Diamond","CRISS","2.51","G","VS1","","GIA","7488506629","1036.63","9.08X6.38X4.36","CVD","68.4","66","https://www.filesonsky.com/v360/Vision360.HTML?d=650537","https://www.gia.edu/report-check?reportno=7488506629","https://www.filesonsky.com/v360/imaged/650537/650537_2.jpg"
"144","CRISS Shape Antique Cut Diamond","CRISS","2.02","F","VS2","","GIA","2486459700","834.26","8.39X5.98X4.10","CVD","68.5","68","https://www.filesonsky.com/v360/Vision360.HTML?d=649795","https://www.gia.edu/report-check?reportno=2486459700","https://www.filesonsky.com/v360/imaged/649795/649795_2.jpg"
"145","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","2.21","E","VVS1","","GIA","6491025935","1238.71","9.29X6.36X4.13","CVD","64.9","64","https://www.filesonsky.com/v360/Vision360.HTML?d=655253","https://www.gia.edu/report-check?reportno=6491025935","https://www.filesonsky.com/v360/imaged/655253/655253_2.jpg"
"146","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","2.24","E","VVS2","","GIA","6485633698","1156.4","9.59X6.18X4.23","CVD","68.5","63","https://www.filesonsky.com/v360/Vision360.HTML?d=651815","https://www.gia.edu/report-check?reportno=6485633698","https://www.filesonsky.com/v360/imaged/651815/651815_2.jpg"
"147","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","5.29","G","VS1","","IGI","559274794","7141.5","12.48 x 8.81 x 5.46","CVD","59.3","57","https://view.gem360.in/gem360/1312221306-559274794/gem360-1312221306-559274794.html","https://www.igi.org/reports/verify-your-report?r=559274794",""
"148","TRILLIANT Shape Antique Cut Diamond","TRILLIANT","1.74","E","VS2","","IGI","648464990","485.46","8.18 - 7.73 * 4.89","CVD","63.3","56","https://workshop.360view.link/view/2908245-ADW224A","https://www.igi.org/reports/verify-your-report?r=648464990",""
"149","TRILLIANT Shape Antique Cut Diamond","TRILLIANT","1.66","E","VS2","","IGI","647481133","463.14","7.98 - 7.70 * 4.75","CVD","61.7","67","https://workshop.360view.link/view/2208240-ADW206A","https://www.igi.org/reports/verify-your-report?r=647481133",""
"150","TRILLIANT Shape Antique Cut Diamond","TRILLIANT","1.6","E","VS2","","IGI","647481132","446.4","7.82 - 7.99 * 4.47","CVD","55.9","62","https://workshop.360view.link/view/2208243-ADW203AB","https://www.igi.org/reports/verify-your-report?r=647481132",""
"151","FLOWER Shape Antique Cut Diamond","FLOWER","2.03","F","VS1","","NON-CERT","NON-CERT","943.95","7.17-7.15*5.09","CVD","71.2","61.1","https://videop.co.in/vision360.html?d=25226","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/25226/25226.jpg"
"152","FLOWER Shape Antique Cut Diamond","FLOWER","2.02","E","VS1","","IGI","626450433","1013.23","7.3-7.18*5.05","CVD","70.3","61","https://videop.co.in/vision360.html?d=22143","https://www.igi.org/reports/verify-your-report?r=626450433","https://videop.co.in/imaged/22143/22143.jpg"
"153","FLOWER Shape Antique Cut Diamond","FLOWER","2.03","F","VS1","","IGI","627459053","959.68","7.19-7.18*5.11","CVD","71.2","62","https://videop.co.in/vision360.html?d=24976","https://www.igi.org/reports/verify-your-report?r=627459053","https://videop.co.in/imaged/24976/24976.jpg"
"154","FLOWER Shape Antique Cut Diamond","FLOWER","2.03","F","VS2","","NON-CERT","NON-CERT","897.77","7.2-7.18*5.09","CVD","70.8","60.8","https://videop.co.in/vision360.html?d=24877","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/24877/24877.jpg"
