"id","name","shape","carat","color","intensity","clarity","cut","size","original_price","growth_type","depth ","table ","certificate_number"," certificate_link","video_url","lmage_link","lab","sku"
"5923","CUSHION Cut Diamond","CUSHION","1.54","Blue","FANCY INTENSE","VS2","","8.11X5.50X3.58","1216.6","CVD","65.1","66.5","528231037","https://www.igi.org/reports/verify-your-report?r=528231037","https://www.filesonsky.com/v360/Vision360.HTML?d=603476","https://www.filesonsky.com/v360/imaged/603476/603476_2.jpg","IGI","CUSHION_Cut_Diamond_5923"
"5924","ASHOKA (CRISS ) Cut Diamond","ASHOKA","1.57","Blue","FANCY INTENSE","VS1","","8.52X5.51X3.67","1240.3","CVD","66.6","65","533294449","https://www.igi.org/reports/verify-your-report?r=533294449","https://www.filesonsky.com/v360/Vision360.HTML?d=605865","https://www.filesonsky.com/v360/imaged/605865/605865_2.jpg","IGI","ASHOKA_(CRISS_)_Cut_Diamond_5924"
"5925","ASHOKA (CRISS ) Cut Diamond","ASHOKA","1.55","Blue","FANCY VIVID","VS1","","8.45X5.51X3.67","1224.5","CVD","66.6","62","538281105","https://www.igi.org/reports/verify-your-report?r=538281105","https://www.filesonsky.com/v360/Vision360.HTML?d=608606","https://www.filesonsky.com/v360/imaged/608606/608606_2.jpg","IGI","ASHOKA_(CRISS_)_Cut_Diamond_5925"
"5926","ASHOKA (CRISS ) Cut Diamond","ASHOKA","1.54","Blue","FANCY VIVID","VS1","","8.59X5.36X3.67","1216.6","CVD","68.5","64","536299969","https://www.igi.org/reports/verify-your-report?r=536299969","https://www.filesonsky.com/v360/Vision360.HTML?d=608346","https://www.filesonsky.com/v360/imaged/608346/608346_2.jpg","IGI","ASHOKA_(CRISS_)_Cut_Diamond_5926"
"5927","ASHOKA (CRISS ) Cut Diamond","ASHOKA","1.52","Blue","FANCY","VS1","","8.52X5.55X3.53","1200.8","CVD","63.6","66.5","532245747","https://www.igi.org/reports/verify-your-report?r=532245747","https://www.filesonsky.com/v360/Vision360.HTML?d=604827","https://www.filesonsky.com/v360/imaged/604827/604827_2.jpg","IGI","ASHOKA_(CRISS_)_Cut_Diamond_5927"
"5928","ASHOKA (CRISS ) Cut Diamond","ASHOKA","1.5","Blue","FANCY INTENSE","VS1","","8.21X5.52X3.69","1185","CVD","66.8","61.5","536299315","https://www.igi.org/reports/verify-your-report?r=536299315","https://www.filesonsky.com/v360/Vision360.HTML?d=608205","https://www.filesonsky.com/v360/imaged/608205/608205_2.jpg","IGI","ASHOKA_(CRISS_)_Cut_Diamond_5928"
"5929","RADIANT Cut Diamond","RADIANT","4.01","Yellow","FANCY VIVID","VS2","","11.29 * 7.41 * 5.19","3171.91","CVD","70","57","649426470","https://www.igi.org/reports/verify-your-report?r=649426470","https://workshop.360view.link/view/2208241-py-05-a","","IGI","RADIANT_Cut_Diamond_5929"
"5930","OVAL Cut Diamond","OVAL","5","Pink","FANCY VIVID","VS2","","13.31 - 9.58 * 6.03","4000","CVD","62.9","59","582358778","https://www.igi.org/reports/verify-your-report?r=582358778","https://view.gem360.in/gem360/2305231015-Pink-1/gem360-2305231015-Pink-1.html","","IGI","OVAL_Cut_Diamond_5930"
"5931","OVAL Cut Diamond","OVAL","5.5","Pink","FANCY INTENSE","VS2","","14.63 - 9.89 * 6.11","4400","CVD","61.8","58","616430393","https://www.igi.org/reports/verify-your-report?r=616430393","https://workshop.360view.link/360viewer/360view.html?d=0501248-q12-2a","","IGI","OVAL_Cut_Diamond_5931"
"5932","OVAL Cut Diamond","OVAL","5.56","Pink","FANCY INTENSE","VS1","","14.06 - 9.93 * 6.14","4448","CVD","61.8","62","619425870","https://www.igi.org/reports/verify-your-report?r=619425870","https://workshop.360view.link/360viewer/360view.html?d=2501246-L-141","","IGI","OVAL_Cut_Diamond_5932"
"5933","OVAL Cut Diamond","OVAL","5.15","Pink","FANCY VIVID","VS1","","13.94 - 9.4 * 6.18","4120","CVD","65.7","61","623447415","https://www.igi.org/reports/verify-your-report?r=623447415","https://workshop.360view.link/360viewer/360view.html?d=2302245-q37-8","","IGI","OVAL_Cut_Diamond_5933"
"5934","CUSHION Cut Diamond","CUSHION","5.76","Blue","FANCY VIVID","VS1","EXCELLENT","12.16x9.64x6.14","4608","CVD","63.7","63","574359288","https://www.igi.org/reports/verify-your-report?r=574359288","https://360diamondvideo.com/media/JO-14996/JO-14996.html","https://360diamondvideo.com/media/JO-14996/JO-14996.jpg","IGI","CUSHION_Cut_Diamond_5934"
"5935","RADIANT Cut Diamond","RADIANT","5.77","Blue","FANCY VIVID","VS1","EXCELLENT","10.23x10x6.55","4616","CVD","65.5","58","574359282","https://www.igi.org/reports/verify-your-report?r=574359282","https://360diamondvideo.com/media/JO-14995/JO-14995.html","https://360diamondvideo.com/media/JO-14995/JO-14995.jpg","IGI","RADIANT_Cut_Diamond_5935"
"5936","EMERALD  Cut Diamond","EMERALD ","5.04","Blue","FANCY VIVID","VS2","EXCELLENT","11.59x8.36x5.49","4032","CVD","65.7","63","574359283","https://www.igi.org/reports/verify-your-report?r=574359283","https://d360.tech/view.html?d=315-AO-R-JO-15000","https://d360.tech/imaged/315-AO-R-JO-15000/still.jpg","IGI","EMERALD__Cut_Diamond_5936"
"5937","EMERALD  Cut Diamond","EMERALD ","5.33","Blue","FANCY VIVID","VS1","EXCELLENT","11.79x8.52x5.43","4264","CVD","63.7","64","574359274","https://www.igi.org/reports/verify-your-report?r=574359274","https://d360.tech/view.html?d=315-AO-R-JO-14999","https://d360.tech/imaged/315-AO-R-JO-14999/still.jpg","IGI","EMERALD__Cut_Diamond_5937"
"5938","OVAL  Cut Diamond","OVAL ","5.44","Blue","FANCY VIVID","VS1","EXCELLENT","13.31x10.2x6.39","4352","CVD","62.6","59","574359286","https://www.igi.org/reports/verify-your-report?r=574359286","https://360diamondvideo.com/media/JO-14998/JO-14998.html","https://360diamondvideo.com/media/JO-14998/JO-14998.jpg","IGI","OVAL__Cut_Diamond_5938"
"5939","OVAL  Cut Diamond","OVAL ","5.5","Blue","FANCY VIVID","VS2","EXCELLENT","13.84x10.27x6.2","4400","CVD","60.4","59","574359285","https://www.igi.org/reports/verify-your-report?r=574359285","https://d360.tech/view.html?d=315-AO-R-JO-14997","https://d360.tech/imaged/315-AO-R-JO-14997/still.jpg","IGI","OVAL__Cut_Diamond_5939"
"5940","CUSHION  Cut Diamond","CUSHION ","2.17","Yellow","FANCY INTENSE","VS1","","8.53x7.07x4.63","1736","CVD","65.5","61","622470856","https://www.igi.org/reports/verify-your-report?r=622470856","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_5940"
"5941","CUSHION  Cut Diamond","CUSHION ","2.7","Yellow","FANCY INTENSE","VS1","","9.28x7.53x5","2160","CVD","66.4","61","618482033","https://www.igi.org/reports/verify-your-report?r=618482033","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_5941"
"5942","CUSHION Cut Diamond","CUSHION","2.2","Yellow","FANCY INTENSE","VS1","","7.09x6.72x4.76","1760","CVD","70.8","59","618455431","https://www.igi.org/reports/verify-your-report?r=618455431","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION_Cut_Diamond_5942"
"5943","CUSHION Cut Diamond","CUSHION","2.41","Yellow","FANCY INTENSE","VS1","","7.34x7.3x4.86","1928","CVD","66.6","59","622470870","https://www.igi.org/reports/verify-your-report?r=622470870","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION_Cut_Diamond_5943"
"5944","CUSHION Cut Diamond","CUSHION","2.82","Yellow","FANCY INTENSE","VVS2","","7.68x7.53x5.02","2256","CVD","66.7","62","623433453","https://www.igi.org/reports/verify-your-report?r=623433453","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION_Cut_Diamond_5944"
"5945","CUSHION Cut Diamond","CUSHION","2.83","Yellow","FANCY INTENSE","VS1","","7.61x7.35x5.14","2264","CVD","69.9","60","618482024","https://www.igi.org/reports/verify-your-report?r=618482024","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION_Cut_Diamond_5945"
"5946","RADIANT Cut Diamond","RADIANT","2","Yellow","FANCY INTENSE","VS1","","8.24x6.05x4.13","1600","CVD","68.3","60","621420682","https://www.igi.org/reports/verify-your-report?r=621420682","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5946"
"5947","RADIANT Cut Diamond","RADIANT","2.01","Yellow","FANCY INTENSE","VS2","","8.24x5.97x4.18","1608","CVD","70","66","614327334","https://www.igi.org/reports/verify-your-report?r=614327334","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5947"
"5948","RADIANT Cut Diamond","RADIANT","2.01","Yellow","FANCY INTENSE","VS1","","8.37x5.97x4.16","1608","CVD","69.7","62","616413401","https://www.igi.org/reports/verify-your-report?r=616413401","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5948"
"5949","RADIANT Cut Diamond","RADIANT","2.01","Yellow","FANCY INTENSE","VS1","","7.43x6.61x4.55","1608","CVD","68.8","61","618455434","https://www.igi.org/reports/verify-your-report?r=618455434","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5949"
"5950","RADIANT Cut Diamond","RADIANT","2.01","Yellow","FANCY INTENSE","VS1","","8.29x6.03x4.13","1608","CVD","68.5","69","595384110","https://www.igi.org/reports/verify-your-report?r=595384110","https://360diamondvideo.com/media/JO-23567/JO-23567.html","https://360diamondvideo.com/media/JO-23567/JO-23567.jpg","IGI","RADIANT_Cut_Diamond_5950"
"5951","RADIANT Cut Diamond","RADIANT","2.02","Yellow","FANCY INTENSE","VS1","","8.65x5.88x4.16","1616","CVD","70.7","63","616411116","https://www.igi.org/reports/verify-your-report?r=616411116","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5951"
"5952","RADIANT Cut Diamond","RADIANT","2.02","Yellow","FANCY INTENSE","VVS2","","8.35x6.07x4.11","1616","CVD","67.7","61","623486180","https://www.igi.org/reports/verify-your-report?r=623486180","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5952"
"5953","RADIANT Cut Diamond","RADIANT","2.03","Yellow","FANCY INTENSE","VS1","","8.29x6.04x4.19","1624","CVD","69.4","60","622470871","https://www.igi.org/reports/verify-your-report?r=622470871","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5953"
"5954","RADIANT Cut Diamond","RADIANT","2.03","Yellow","FANCY INTENSE","VS1","","8.21x6.03x4.13","1624","CVD","68.5","62","623496635","https://www.igi.org/reports/verify-your-report?r=623496635","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5954"
"5955","RADIANT Cut Diamond","RADIANT","2.04","Yellow","FANCY INTENSE","VS1","","8.24x6.01x4.24","1632","CVD","70.5","64","615347644","https://www.igi.org/reports/verify-your-report?r=615347644","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5955"
"5956","RADIANT Cut Diamond","RADIANT","2.05","Yellow","FANCY INTENSE","VS1","","8.46x6.04x4.03","1640","CVD","66.7","62","619457327","https://www.igi.org/reports/verify-your-report?r=619457327","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5956"
"5957","RADIANT Cut Diamond","RADIANT","2.08","Yellow","FANCY VIVID","VS1","","8.31x6.01x4.25","1664","CVD","70.7","61","627478171","https://www.igi.org/reports/verify-your-report?r=627478171","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5957"
"5958","RADIANT Cut Diamond","RADIANT","2.09","Yellow","FANCY INTENSE","VVS2","","8.26x5.97x4.25","1672","CVD","71.2","61","618411658","https://www.igi.org/reports/verify-your-report?r=618411658","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5958"
"5959","RADIANT Cut Diamond","RADIANT","2.09","Yellow","FANCY INTENSE","VS1","","8.56x6x4.12","1672","CVD","68.7","62","626477053","https://www.igi.org/reports/verify-your-report?r=626477053","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5959"
"5960","RADIANT Cut Diamond","RADIANT","2.12","Yellow","FANCY INTENSE","VS1","","8.5x6.1x4.23","1696","CVD","69.3","61","603345932","https://www.igi.org/reports/verify-your-report?r=603345932","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5960"
"5961","RADIANT Cut Diamond","RADIANT","2.12","Yellow","FANCY INTENSE","VVS2","","8.42x6.05x4.27","1696","CVD","70.6","63","619457324","https://www.igi.org/reports/verify-your-report?r=619457324","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5961"
"5962","RADIANT Cut Diamond","RADIANT","2.12","Yellow","FANCY INTENSE","VS1","","8.56x6.01x4.19","1696","CVD","69.7","62","627414465","https://www.igi.org/reports/verify-your-report?r=627414465","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5962"
"5963","RADIANT Cut Diamond","RADIANT","2.13","Yellow","FANCY VIVID","VVS2","","8.39x6.08x4.26","1704","CVD","70.1","61","619457323","https://www.igi.org/reports/verify-your-report?r=619457323","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5963"
"5964","RADIANT Cut Diamond","RADIANT","2.14","Yellow","FANCY INTENSE","VVS2","","8.36x6.04x4.21","1712","CVD","69.7","62","626456128","https://www.igi.org/reports/verify-your-report?r=626456128","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5964"
"5965","RADIANT Cut Diamond","RADIANT","2.14","Yellow","FANCY VIVID","VVS2","","8.41x6.07x4.24","1712","CVD","69.9","64","627478172","https://www.igi.org/reports/verify-your-report?r=627478172","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5965"
"5966","RADIANT Cut Diamond","RADIANT","2.15","Yellow","FANCY INTENSE","VS1","","8.51x6.14x4.25","1720","CVD","69.2","54","600333819","https://www.igi.org/reports/verify-your-report?r=600333819","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5966"
"5967","RADIANT Cut Diamond","RADIANT","2.15","Yellow","FANCY INTENSE","VS1","","8.54x6.11x4.22","1720","CVD","69.1","61","604317351","https://www.igi.org/reports/verify-your-report?r=604317351","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5967"
"5968","RADIANT Cut Diamond","RADIANT","2.15","Yellow","FANCY INTENSE","VS1","","8.43x6.1x4.29","1720","CVD","70.3","63","614318382","https://www.igi.org/reports/verify-your-report?r=614318382","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5968"
"5969","RADIANT Cut Diamond","RADIANT","2.15","Yellow","FANCY INTENSE","VS1","","8.56x6.05x4.42","1720","CVD","73.1","64","619430370","https://www.igi.org/reports/verify-your-report?r=619430370","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5969"
"5970","RADIANT Cut Diamond","RADIANT","2.17","Yellow","FANCY INTENSE","VVS2","","9.08x5.96x4.2","1736","CVD","70.5","63","625477017","https://www.igi.org/reports/verify-your-report?r=625477017","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5970"
"5971","RADIANT Cut Diamond","RADIANT","2.19","Yellow","FANCY VIVID","VVS2","","8.52x6.18x4.24","1752","CVD","68.6","62","625418332","https://www.igi.org/reports/verify-your-report?r=625418332","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5971"
"5972","RADIANT Cut Diamond","RADIANT","2.19","Yellow","FANCY VIVID","VS1","","8.52x6.14x4.29","1752","CVD","69.9","59","625477016","https://www.igi.org/reports/verify-your-report?r=625477016","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5972"
"5973","RADIANT Cut Diamond","RADIANT","2.19","Yellow","FANCY INTENSE","VS1","","8.55x6.22x4.24","1752","CVD","68.2","61","626456132","https://www.igi.org/reports/verify-your-report?r=626456132","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5973"
"5974","RADIANT Cut Diamond","RADIANT","2.2","Yellow","FANCY INTENSE","VS1","","8.4x6.07x4.29","1760","CVD","70.7","61","618411656","https://www.igi.org/reports/verify-your-report?r=618411656","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5974"
"5975","RADIANT Cut Diamond","RADIANT","2.22","Yellow","FANCY INTENSE","VS1","","8.67x6.26x4.31","1776","CVD","68.8","64","619457338","https://www.igi.org/reports/verify-your-report?r=619457338","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5975"
"5976","RADIANT Cut Diamond","RADIANT","2.22","Yellow","FANCY INTENSE","VS1","","8.57x6.1x4.27","1776","CVD","70","62","627478168","https://www.igi.org/reports/verify-your-report?r=627478168","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5976"
"5977","RADIANT Cut Diamond","RADIANT","2.23","Yellow","FANCY INTENSE","VS1","","8.6x6.19x4.33","1784","CVD","70","64","618482022","https://www.igi.org/reports/verify-your-report?r=618482022","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5977"
"5978","RADIANT Cut Diamond","RADIANT","2.24","Yellow","FANCY INTENSE","VS1","","8.57x6.27x4.36","1792","CVD","69.5","65","619457322","https://www.igi.org/reports/verify-your-report?r=619457322","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5978"
"5979","RADIANT Cut Diamond","RADIANT","2.26","Yellow","FANCY INTENSE","VS1","","8.91x6.1x4.32","1808","CVD","70.8","63","626477052","https://www.igi.org/reports/verify-your-report?r=626477052","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5979"
"5980","RADIANT Cut Diamond","RADIANT","2.27","Yellow","FANCY INTENSE","VS1","","8.67x6.3x4.36","1816","CVD","69.2","60","618482025","https://www.igi.org/reports/verify-your-report?r=618482025","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5980"
"5981","RADIANT Cut Diamond","RADIANT","2.28","Yellow","FANCY VIVID","VS1","","8.62x6.17x4.34","1824","CVD","70.3","63","625477025","https://www.igi.org/reports/verify-your-report?r=625477025","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5981"
"5982","RADIANT Cut Diamond","RADIANT","2.31","Yellow","FANCY INTENSE","VVS2","","8.67x6.26x4.41","1848","CVD","70.4","61","619457325","https://www.igi.org/reports/verify-your-report?r=619457325","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5982"
"5983","RADIANT Cut Diamond","RADIANT","2.32","Yellow","FANCY INTENSE","VS1","","8.67x6.21x4.39","1856","CVD","70.7","64","618411657","https://www.igi.org/reports/verify-your-report?r=618411657","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5983"
"5984","RADIANT Cut Diamond","RADIANT","2.33","Yellow","FANCY VIVID","VS1","","8.69x6.32x4.38","1864","CVD","69.3","60","604300636","https://www.igi.org/reports/verify-your-report?r=604300636","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5984"
"5985","RADIANT Cut Diamond","RADIANT","2.33","Yellow","FANCY VIVID","VS1","","8.7x6.32x4.38","1864","CVD","69.3","62","618411667","https://www.igi.org/reports/verify-your-report?r=618411667","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5985"
"5986","RADIANT Cut Diamond","RADIANT","2.34","Yellow","FANCY VIVID","VS1","","8.75x6.29x4.39","1872","CVD","69.8","60","624426661","https://www.igi.org/reports/verify-your-report?r=624426661","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5986"
"5987","RADIANT Cut Diamond","RADIANT","2.34","Yellow","FANCY INTENSE","VS1","","8.58x6.21x4.36","1872","CVD","70.2","63","627414467","https://www.igi.org/reports/verify-your-report?r=627414467","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5987"
"5988","RADIANT Cut Diamond","RADIANT","2.36","Yellow","FANCY INTENSE","VS1","","8.77x6.36x4.34","1888","CVD","68.2","63","627478173","https://www.igi.org/reports/verify-your-report?r=627478173","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5988"
"5989","RADIANT Cut Diamond","RADIANT","2.38","Yellow","FANCY INTENSE","VS1","","8.89x6.4x4.38","1904","CVD","68.4","61","625477018","https://www.igi.org/reports/verify-your-report?r=625477018","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5989"
"5990","RADIANT Cut Diamond","RADIANT","2.39","Yellow","FANCY VIVID","VS1","","8.85x6.34x4.45","1912","CVD","70.2","61","614327331","https://www.igi.org/reports/verify-your-report?r=614327331","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5990"
"5991","RADIANT Cut Diamond","RADIANT","2.42","Yellow","FANCY VIVID","VS1","","8.81x6.4x4.37","1936","CVD","68.3","61","627478174","https://www.igi.org/reports/verify-your-report?r=627478174","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5991"
"5992","RADIANT Cut Diamond","RADIANT","2.44","Yellow","FANCY VIVID","VS2","","8.83x6.38x4.44","1952","CVD","69.6","63","624426674","https://www.igi.org/reports/verify-your-report?r=624426674","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5992"
"5993","RADIANT Cut Diamond","RADIANT","2.46","Yellow","FANCY INTENSE","VS1","","8.9x6.46x4.43","1968","CVD","68.6","63","626456131","https://www.igi.org/reports/verify-your-report?r=626456131","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5993"
"5994","RADIANT Cut Diamond","RADIANT","2.47","Yellow","FANCY INTENSE","VVS2","","8.8x6.35x4.45","1976","CVD","70.1","62","626456129","https://www.igi.org/reports/verify-your-report?r=626456129","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5994"
"5995","RADIANT Cut Diamond","RADIANT","2.53","Yellow","FANCY INTENSE","VS1","","9x6.46x4.54","2024","CVD","70.3","63","625418334","https://www.igi.org/reports/verify-your-report?r=625418334","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5995"
"5996","RADIANT Cut Diamond","RADIANT","2.54","Yellow","FANCY VIVID","VS1","","9.05x6.55x4.47","2032","CVD","68.2","59","624426675","https://www.igi.org/reports/verify-your-report?r=624426675","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5996"
"5997","RADIANT Cut Diamond","RADIANT","2.56","Yellow","FANCY VIVID","VS1","","9.14x6.53x4.55","2048","CVD","69.7","62","627478175","https://www.igi.org/reports/verify-your-report?r=627478175","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","RADIANT_Cut_Diamond_5997"
"5998","EMERALD  Cut Diamond","EMERALD ","2.02","Yellow","FANCY INTENSE","VS1","","7.13x6.73x4.72","1616","CVD","70.1","58","614318396","https://www.igi.org/reports/verify-your-report?r=614318396","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","EMERALD__Cut_Diamond_5998"
"5999","EMERALD  Cut Diamond","EMERALD ","2.19","Yellow","FANCY","VS2","","7.76x6.69x4.68","1752","CVD","70","58","618482036","https://www.igi.org/reports/verify-your-report?r=618482036","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","EMERALD__Cut_Diamond_5999"
"6000","EMERALD  Cut Diamond","EMERALD ","2.22","Yellow","FANCY LIGHT","VS1","","8.73x6.1x4.14","1776","CVD","67.9","64","616413410","https://www.igi.org/reports/verify-your-report?r=616413410","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","EMERALD__Cut_Diamond_6000"
"6001","EMERALD  Cut Diamond","EMERALD ","2.5","Yellow","FANCY INTENSE","VS2","","8.61x6.7x4.82","2000","CVD","71.9","59","618455435","https://www.igi.org/reports/verify-your-report?r=618455435","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","EMERALD__Cut_Diamond_6001"
"6002","MARQUISE Cut Diamond","MARQUISE","2.36","Yellow","FANCY","VS1","","12.25x6.49x4.1","1888","CVD","63.2","57","626456135","https://www.igi.org/reports/verify-your-report?r=626456135","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE_Cut_Diamond_6002"
