"id","name","shape","carat","color","intensity","clarity","cut","size","original_price","growth_type","depth ","table ","certificate_number"," certificate_link","video_url","lmage_link","lab","sku"
"1159","MARQUISE  Cut Diamond","MARQUISE ","0.7","Blue","FANCY VIVID","VVS2","","8.57x4.79x2.95","280","CVD","61.6","57","626424626","https://www.igi.org/reports/verify-your-report?r=626424626","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1159"
"1160","MARQUISE  Cut Diamond","MARQUISE ","0.7","Blue","FANCY VIVID","VVS2","","8.72x4.68x2.85","280","CVD","60.9","57","626424628","https://www.igi.org/reports/verify-your-report?r=626424628","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1160"
"1161","MARQUISE  Cut Diamond","MARQUISE ","0.7","Blue","FANCY VIVID","VVS2","","8.93x4.63x2.84","280","CVD","61.3","53","626424681","https://www.igi.org/reports/verify-your-report?r=626424681","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1161"
"1162","MARQUISE  Cut Diamond","MARQUISE ","0.71","Blue","FANCY VIVID","VS2","","8.97x4.66x2.96","284","CVD","63.5","58","626424726","https://www.igi.org/reports/verify-your-report?r=626424726","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1162"
"1163","MARQUISE  Cut Diamond","MARQUISE ","0.71","Blue","FANCY VIVID","VS1","","9.62x4.72x2.77","284","CVD","58.7","58","626424687","https://www.igi.org/reports/verify-your-report?r=626424687","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1163"
"1164","MARQUISE  Cut Diamond","MARQUISE ","0.71","Blue","FANCY VIVID","VVS2","","8.5x4.78x2.94","284","CVD","61.5","60","626424599","https://www.igi.org/reports/verify-your-report?r=626424599","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1164"
"1165","MARQUISE  Cut Diamond","MARQUISE ","0.71","Blue","FANCY VIVID","VS1","","9.3x4.8x2.77","284","CVD","57.7","60","626424603","https://www.igi.org/reports/verify-your-report?r=626424603","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1165"
"1166","MARQUISE  Cut Diamond","MARQUISE ","0.71","Blue","FANCY VIVID","VS1","","9.64x4.65x2.77","284","CVD","59.6","61","626424605","https://www.igi.org/reports/verify-your-report?r=626424605","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1166"
"1167","MARQUISE  Cut Diamond","MARQUISE ","0.71","Blue","FANCY VIVID","VS1","","8.9x4.77x2.96","284","CVD","62.1","58","626424606","https://www.igi.org/reports/verify-your-report?r=626424606","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1167"
"1168","MARQUISE  Cut Diamond","MARQUISE ","0.71","Blue","FANCY VIVID","VVS2","","8.74x4.8x2.83","284","CVD","59","62","626424611","https://www.igi.org/reports/verify-your-report?r=626424611","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1168"
"1169","MARQUISE  Cut Diamond","MARQUISE ","0.71","Blue","FANCY VIVID","VVS2","","9.33x4.62x2.79","284","CVD","60.4","60","626424715","https://www.igi.org/reports/verify-your-report?r=626424715","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1169"
"1170","MARQUISE  Cut Diamond","MARQUISE ","0.71","Blue","FANCY VIVID","VS2","","9.43x4.62x2.85","284","CVD","61.7","56","626424677","https://www.igi.org/reports/verify-your-report?r=626424677","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1170"
"1171","MARQUISE  Cut Diamond","MARQUISE ","0.71","Blue","FANCY VIVID","VVS2","","9.16x4.66x2.79","284","CVD","59.9","57","626424627","https://www.igi.org/reports/verify-your-report?r=626424627","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1171"
"1172","MARQUISE  Cut Diamond","MARQUISE ","0.72","Blue","FANCY VIVID","VVS2","","9.39x4.64x2.82","288","CVD","60.8","59","626424730","https://www.igi.org/reports/verify-your-report?r=626424730","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1172"
"1173","MARQUISE  Cut Diamond","MARQUISE ","0.72","Blue","FANCY VIVID","VVS2","","8.67x4.86x2.98","288","CVD","61.3","61","626424617","https://www.igi.org/reports/verify-your-report?r=626424617","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1173"
"1174","MARQUISE  Cut Diamond","MARQUISE ","0.72","Blue","FANCY VIVID","VVS2","","9.15x4.67x2.76","288","CVD","59.1","65","626424618","https://www.igi.org/reports/verify-your-report?r=626424618","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1174"
"1175","MARQUISE  Cut Diamond","MARQUISE ","0.74","Blue","FANCY VIVID","VVS2","","9.46x4.8x2.84","296","CVD","59.2","61","626424729","https://www.igi.org/reports/verify-your-report?r=626424729","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1175"
"1176","MARQUISE  Cut Diamond","MARQUISE ","0.74","Blue","FANCY VIVID","VVS2","","8.76x4.82x3.05","296","CVD","63.3","56","626424596","https://www.igi.org/reports/verify-your-report?r=626424596","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1176"
"1177","MARQUISE  Cut Diamond","MARQUISE ","0.75","Blue","FANCY VIVID","VVS2","","8.82x4.85x2.95","300","CVD","60.8","60","626424684","https://www.igi.org/reports/verify-your-report?r=626424684","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1177"
"1178","MARQUISE  Cut Diamond","MARQUISE ","0.75","Blue","FANCY VIVID","VS1","","9.73x4.72x2.83","300","CVD","60","60","626424598","https://www.igi.org/reports/verify-your-report?r=626424598","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1178"
"1179","MARQUISE  Cut Diamond","MARQUISE ","0.75","Blue","FANCY VIVID","VVS2","","9.29x4.75x2.9","300","CVD","61.1","64","626424620","https://www.igi.org/reports/verify-your-report?r=626424620","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1179"
"1180","MARQUISE  Cut Diamond","MARQUISE ","0.75","Blue","FANCY VIVID","VVS2","","8.9x4.76x3.1","300","CVD","65.1","60","626424622","https://www.igi.org/reports/verify-your-report?r=626424622","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1180"
"1181","MARQUISE  Cut Diamond","MARQUISE ","0.75","Blue","FANCY VIVID","VVS2","","9.58x4.82x2.83","300","CVD","58.7","60","626424721","https://www.igi.org/reports/verify-your-report?r=626424721","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1181"
"1182","MARQUISE  Cut Diamond","MARQUISE ","0.77","Blue","FANCY VIVID","VS1","","8.92x4.84x3.08","308","CVD","63.6","60","626424689","https://www.igi.org/reports/verify-your-report?r=626424689","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1182"
"1183","MARQUISE  Cut Diamond","MARQUISE ","0.77","Blue","FANCY VIVID","VS1","","8.86x4.93x2.99","308","CVD","60.6","62","626424616","https://www.igi.org/reports/verify-your-report?r=626424616","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1183"
"1184","MARQUISE  Cut Diamond","MARQUISE ","0.78","Blue","FANCY VIVID","VS1","","9.22x4.71x2.99","312","CVD","63.5","62","626424723","https://www.igi.org/reports/verify-your-report?r=626424723","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1184"
"1185","MARQUISE  Cut Diamond","MARQUISE ","0.78","Blue","FANCY VIVID","VS1","","9.72x4.73x2.88","312","CVD","60.9","61","626424725","https://www.igi.org/reports/verify-your-report?r=626424725","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1185"
"1186","MARQUISE  Cut Diamond","MARQUISE ","0.78","Blue","FANCY VIVID","VVS2","","9.16x4.89x3.07","312","CVD","62.8","58","626424597","https://www.igi.org/reports/verify-your-report?r=626424597","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1186"
"1187","MARQUISE  Cut Diamond","MARQUISE ","0.79","Blue","FANCY VIVID","VVS2","","9.07x5.05x2.99","316","CVD","59.2","59","626424727","https://www.igi.org/reports/verify-your-report?r=626424727","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1187"
"1188","MARQUISE  Cut Diamond","MARQUISE ","0.79","Blue","FANCY VIVID","VS2","","9.23x4.82x3.03","316","CVD","62.9","62","626424692","https://www.igi.org/reports/verify-your-report?r=626424692","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1188"
"1189","MARQUISE  Cut Diamond","MARQUISE ","0.8","Blue","FANCY VIVID","VVS2","","9.3x4.88x3","320","CVD","61.5","59","626424604","https://www.igi.org/reports/verify-your-report?r=626424604","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1189"
"1190","MARQUISE  Cut Diamond","MARQUISE ","0.8","Blue","FANCY VIVID","VVS2","","9.43x4.99x2.99","320","CVD","59.9","60","626424607","https://www.igi.org/reports/verify-your-report?r=626424607","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1190"
"1191","MARQUISE  Cut Diamond","MARQUISE ","0.8","Blue","FANCY VIVID","VVS2","","9.16x4.95x3.04","320","CVD","61.4","56","626424615","https://www.igi.org/reports/verify-your-report?r=626424615","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1191"
"1192","MARQUISE  Cut Diamond","MARQUISE ","0.8","Blue","FANCY VIVID","VVS2","","8.84x4.86x3.09","320","CVD","63.6","56","626424714","https://www.igi.org/reports/verify-your-report?r=626424714","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1192"
"1193","MARQUISE  Cut Diamond","MARQUISE ","0.8","Blue","FANCY VIVID","VS1","","9.74x4.85x2.93","320","CVD","60.4","62","626424720","https://www.igi.org/reports/verify-your-report?r=626424720","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1193"
"1194","MARQUISE  Cut Diamond","MARQUISE ","0.8","Blue","FANCY VIVID","VS1","","8.93x4.92x3.05","320","CVD","62","57","626424680","https://www.igi.org/reports/verify-your-report?r=626424680","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1194"
"1195","MARQUISE  Cut Diamond","MARQUISE ","0.8","Blue","FANCY VIVID","VVS2","","9.7x4.76x3","320","CVD","63","58","627428310","https://www.igi.org/reports/verify-your-report?r=627428310","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1195"
"1196","MARQUISE  Cut Diamond","MARQUISE ","0.81","Blue","FANCY VIVID","VVS2","","9.17x5.04x3.07","324","CVD","60.9","60","584358237","https://www.igi.org/reports/verify-your-report?r=584358237","https://360diamondvideo.com/media/JO-19024/JO-19024.html","https://360diamondvideo.com/media/JO-19024/JO-19024.jpg","IGI","MARQUISE__Cut_Diamond_1196"
"1197","MARQUISE  Cut Diamond","MARQUISE ","0.81","Blue","FANCY VIVID","VS1","","9.04x5.02x3.12","324","CVD","62.2","56","626424733","https://www.igi.org/reports/verify-your-report?r=626424733","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1197"
"1198","MARQUISE  Cut Diamond","MARQUISE ","0.81","Blue","FANCY VIVID","VS1","","9.58x4.93x2.96","324","CVD","60","61","626424691","https://www.igi.org/reports/verify-your-report?r=626424691","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1198"
"1199","MARQUISE  Cut Diamond","MARQUISE ","0.81","Blue","FANCY VIVID","VS2","","9.05x5.13x3.05","324","CVD","59.5","61","626424595","https://www.igi.org/reports/verify-your-report?r=626424595","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1199"
"1200","MARQUISE  Cut Diamond","MARQUISE ","0.81","Blue","FANCY VIVID","VVS2","","9.05x4.87x3.09","324","CVD","63.4","57","626424608","https://www.igi.org/reports/verify-your-report?r=626424608","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1200"
"1201","MARQUISE  Cut Diamond","MARQUISE ","0.81","Blue","FANCY VIVID","VS1","","9.93x4.76x2.91","324","CVD","61.1","59","626424613","https://www.igi.org/reports/verify-your-report?r=626424613","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1201"
"1202","MARQUISE  Cut Diamond","MARQUISE ","0.81","Blue","FANCY VIVID","VS1","","8.98x5.03x3.04","324","CVD","60.4","60","626424621","https://www.igi.org/reports/verify-your-report?r=626424621","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1202"
"1203","MARQUISE  Cut Diamond","MARQUISE ","0.81","Blue","FANCY VIVID","VS1","","9.94x4.86x2.88","324","CVD","59.3","62","626424675","https://www.igi.org/reports/verify-your-report?r=626424675","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1203"
"1204","MARQUISE  Cut Diamond","MARQUISE ","0.83","Blue","FANCY VIVID","VS1","","9.05x4.99x3.15","332","CVD","63.1","58","626424688","https://www.igi.org/reports/verify-your-report?r=626424688","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1204"
"1205","MARQUISE  Cut Diamond","MARQUISE ","0.84","Blue","FANCY VIVID","VS2","","9.24x5.04x3.1","336","CVD","61.5","61","584358238","https://www.igi.org/reports/verify-your-report?r=584358238","https://360diamondvideo.com/media/JO-19014/JO-19014.html","https://360diamondvideo.com/media/JO-19014/JO-19014.jpg","IGI","MARQUISE__Cut_Diamond_1205"
"1206","MARQUISE  Cut Diamond","MARQUISE ","0.85","Blue","FANCY VIVID","VVS2","","9.17x5.01x3.17","340","CVD","63.3","58","626424732","https://www.igi.org/reports/verify-your-report?r=626424732","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1206"
"1207","MARQUISE  Cut Diamond","MARQUISE ","0.87","Blue","FANCY VIVID","VS1","","9.22x5.15x3.1","348","CVD","60.2","59","584358229","https://www.igi.org/reports/verify-your-report?r=584358229","https://360diamondvideo.com/media/JO-19010/JO-19010.html","https://360diamondvideo.com/media/JO-19010/JO-19010.jpg","IGI","MARQUISE__Cut_Diamond_1207"
"1208","MARQUISE  Cut Diamond","MARQUISE ","0.87","Blue","FANCY VIVID","VVS1","","9.62x4.95x3.15","348","CVD","63.6","58","626424594","https://www.igi.org/reports/verify-your-report?r=626424594","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1208"
"1209","MARQUISE  Cut Diamond","MARQUISE ","0.89","Blue","FANCY VIVID","VVS2","","10.26x4.89x3.02","356","CVD","61.8","61","626424625","https://www.igi.org/reports/verify-your-report?r=626424625","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_1209"
