"id","name","shape","original_price","mrp","carat","cut","color","clarity","images","size","l_w_ratio","table ","sku","lab","certificate_number","video_url","certificate_link","growth_type"
"7509","Asscher Diamond","ASSCHER","1218.75","1718.75","3","","D","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/asscher.png","7.80-7.71*4.87","63.2","65","ASS70","IGI","649461150","https://workshop.360view.link/360viewer/360view.html?d=2808243-YDC-12722","https://www.igi.org/reports/verify-your-report?r=649461150","CVD"
"7510","Asscher Diamond","ASSCHER","1218.75","1718.75","3","","D","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/asscher.png","7.89-7.65*4.88","63.8","66","ASS65","IGI","649461153","https://workshop.360view.link/360viewer/360view.html?d=2808243-YDC-12740","https://www.igi.org/reports/verify-your-report?r=649461153","CVD"
"7511","Asscher Diamond","ASSCHER","1218.75","1718.75","3","","D","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/asscher.png","7.78-7.52*4.98","66.2","68","ASS94","IGI","650490691","https://workshop.360view.link/360viewer/360view.html?d=3008248-YDC-12760","https://www.igi.org/reports/verify-your-report?r=650490691","CVD"
"7512","Asscher Diamond","ASSCHER","1218.75","1718.75","3","","D","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/asscher.png","7.70-7.67*4.93","64.3","70","ASS44","IGI","651421932","https://workshop.360view.link/360viewer/360view.html?d=3108246-YDC-12820","https://www.igi.org/reports/verify-your-report?r=651421932","CVD"
"7513","Asscher Diamond","ASSCHER","1218.75","1718.75","3","","D","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/asscher.png","7.79-7.48*4.95","66.2","63","ASS72","IGI","652404268","https://workshop.360view.link/360viewer/360view.html?d=1409245-YDC-13195","https://www.igi.org/reports/verify-your-report?r=652404268","CVD"
"7514","Asscher Diamond","ASSCHER","1106.25","1606.25","3","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/asscher.png","7.96-7.55*5.11","67.7","68","ASS67","IGI","649419489","https://workshop.360view.link/360viewer/360view.html?d=2208240-YDC-12623","https://www.igi.org/reports/verify-your-report?r=649419489","CVD"
"7515","Asscher Diamond","ASSCHER","1106.25","1606.25","3","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/asscher.png","7.93-7.61*4.88","64.1","65","ASS92","IGI","649419488","https://workshop.360view.link/360viewer/360view.html?d=2208242-YDC-12624","https://www.igi.org/reports/verify-your-report?r=649419488","CVD"
"7516","Asscher Diamond","ASSCHER","1106.25","1606.25","3","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/asscher.png","7.64-7.62*5.10","66.9","68","ASS16","IGI","651438117","https://workshop.360view.link/360viewer/360view.html?d=0209240-YDC-12839","https://www.igi.org/reports/verify-your-report?r=651438117","CVD"
"7517","Princess Diamond","PRINCESS","3195","3695","8.52","","H","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/princess.png","11.12X11.02X7.62","69.1","62","PRI53","IGI","652431585","https://www.filesonsky.com/v360/Vision360.HTML?d=662647","https://www.igi.org/reports/verify-your-report?r=652431585","CVD"
"7518","Emerald Diamond","EMERALD","3202.88","3702.88","7.02","","H","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.58X8.87X6.23","70.2","60","EME96","IGI","621436468","https://www.filesonsky.com/v360/Vision360.HTML?d=649927","https://www.igi.org/reports/verify-your-report?r=621436468","CVD"
"7519","Oval Cut Diamond","OVAL","1077.19","1577.19","3.83","EXCELLENT","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","12.68 - 8.82 * 5.52","62.6","59","OVA56","IGI","635484987","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LET136G-1","https://www.igi.org/reports/verify-your-report?r=635484987","CVD"
"7520","Oval Cut Diamond","OVAL","1074.38","1574.38","3.82","EXCELLENT","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","12.58 - 8.75 * 5.49","62.7","62","OVA28","IGI","611393780","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHQ27F-7","https://www.igi.org/reports/verify-your-report?r=611393780","CVD"
"7521","Oval Cut Diamond","OVAL","1071.56","1571.56","3.81","EXCELLENT","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","12.61 - 8.86 * 5.44","61.4","62","OVA34","IGI","616409687","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHG30GA-1","https://www.igi.org/reports/verify-your-report?r=616409687","CVD"
"7522","Oval Cut Diamond","OVAL","1065.94","1565.94","3.79","EXCELLENT","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","12.67 - 8.75 * 5.47","62.5","60","OVA83","IGI","614301811","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LET95A-2","https://www.igi.org/reports/verify-your-report?r=614301811","CVD"
"7523","Oval Cut Diamond","OVAL","958.38","1458.38","3.74","EXCELLENT","G","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","12.52 - 8.74 * 5.48","62.7","60","OVA93","IGI","610336166","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHQ27B-6","https://www.igi.org/reports/verify-your-report?r=610336166","CVD"
"7524","Oval Cut Diamond","OVAL","953.25","1453.25","3.72","EXCELLENT","G","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","12.55 - 8.68 * 5.44","62.7","59","OVA64","IGI","607351511","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHQ27C-9","https://www.igi.org/reports/verify-your-report?r=607351511","CVD"
"7525","Oval Cut Diamond","OVAL","1009.69","1509.69","3.59","EXCELLENT","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","12.37 - 8.66 * 5.34","61.7","60","OVA30","IGI","611371705","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LET86B-2","https://www.igi.org/reports/verify-your-report?r=611371705","CVD"
"7526","Oval Cut Diamond","OVAL","805.5","1305.5","3.58","EXCELLENT","H","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","12.67 - 8.57 * 5.28","61.6","62","OVA87","IGI","617478474","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHQ27F-2","https://www.igi.org/reports/verify-your-report?r=617478474","CVD"
"7527","Oval Cut Diamond","OVAL","912.25","1412.25","3.56","EXCELLENT","G","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","12.54 - 8.62 * 5.33","61.8","60","OVA36","IGI","593391272","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHQ23C-6","https://www.igi.org/reports/verify-your-report?r=593391272","CVD"
"7528","Oval Cut Diamond","OVAL","998.44","1498.44","3.55","EXCELLENT","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","12.78 - 8.54 * 5.26","61.6","61","OVA10","IGI","614300295","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LET97B-7","https://www.igi.org/reports/verify-your-report?r=614300295","CVD"
"7529","Oval Cut Diamond","OVAL","904.56","1404.56","3.53","EXCELLENT","G","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","12.3 - 8.48 * 5.32","62.7","60","OVA45","IGI","616411888","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHG30FW-1","https://www.igi.org/reports/verify-your-report?r=616411888","CVD"
"7530","Pear Diamond","PEAR","819","1319","3.36","EXCELLENT","H","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/pear.png","13.26 - 8.26 * 5.27","63.8","58","PEA24","IGI","611367098","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHQ27J-8","https://www.igi.org/reports/verify-your-report?r=611367098","CVD"
"7531","Pear Diamond","PEAR","733.5","1233.5","3.26","EXCELLENT","H","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/pear.png","13.17 - 8.21 * 5.16","62.9","61","PEA27","IGI","610348535","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LET87G-6","https://www.igi.org/reports/verify-your-report?r=610348535","CVD"
"7532","Pear Diamond","PEAR","713.25","1213.25","3.17","EXCELLENT","H","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/pear.png","13.2 - 8.23 * 5.11","62.1","61","PEA98","IGI","620431235","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LET92E-1","https://www.igi.org/reports/verify-your-report?r=620431235","CVD"
"7533","Pear Diamond","PEAR","767.81","1267.81","3.15","EXCELLENT","H","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/pear.png","13.03 - 8.17 * 5.12","62.7","60","PEA12","IGI","600348458","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LEK24I-1","https://www.igi.org/reports/verify-your-report?r=600348458","CVD"
"7534","Pear Diamond","PEAR","686.25","1186.25","3.05","EXCELLENT","H","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/pear.png","13.23 - 8.18 * 4.94","60.4","60","PEA68","IGI","621454647","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHG30FR-1","https://www.igi.org/reports/verify-your-report?r=621454647","CVD"
"7535","L Cushion Diamond","CUSHION","987.19","1487.19","3.51","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/cushion.png","6.05 - 3.63 * 2.32","69.7","62","L C42","IGI","633436111","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LET126B-12","https://www.igi.org/reports/verify-your-report?r=633436111","CVD"
"7536","Emerald Diamond","EMERALD","874.67","1374.67","3.1","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","9.82-6.98*4.6","65.9","61","EME20","IGI","642485367","https://workshop.360view.link/view/2507243-BH1010-36","https://www.igi.org/reports/verify-your-report?r=642485367","CVD"
"7537","Round Diamond","ROUND","1559.31","2059.31","4.09","EXCELLENT","H","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","10.34-10.37*6.22","60","57","ROU28","IGI","629476702","https://mglgd.com/Media/viewer3/Vision360.html?d=Y04957","https://www.igi.org/reports/verify-your-report?r=629476702","CVD"
"7538","Round Diamond","ROUND","1525","2025","4","EXCELLENT","H","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","10.24-10.30*6.09","59.2","62","ROU19","IGI","628453247","https://mglgd.com/Media/viewer3/Vision360.html?d=L25934","https://www.igi.org/reports/verify-your-report?r=628453247","CVD"
"7539","Round Diamond","ROUND","1525.5","2025.5","4.52","IDEAL","H","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","10.49-10.51*6.56","62.5","57","ROU10","IGI","616409730","https://mglgd.com/Media/viewer3/Vision360.html?d=L12546","https://www.igi.org/reports/verify-your-report?r=616409730","CVD"
"7540","Round Diamond","ROUND","1522.13","2022.13","4.51","EXCELLENT","H","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","10.43-10.52*6.59","62.8","57","ROU66","IGI","622491759","https://mglgd.com/Media/viewer3/Vision360.html?d=L20283","https://www.igi.org/reports/verify-your-report?r=622491759","CVD"
"7541","Round Diamond","ROUND","1373.63","1873.63","4.07","IDEAL","H","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","10.21-10.23*6.29","61.5","59","ROU93","IGI","616409726","https://mglgd.com/Media/viewer3/Vision360.html?d=L12600","https://www.igi.org/reports/verify-your-report?r=616409726","CVD"
"7542","Round Diamond","ROUND","1366.88","1866.88","4.05","EXCELLENT","H","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","10.15-10.21*6.35","62.4","58","ROU84","IGI","617440317","https://mglgd.com/Media/viewer3/Vision360.html?d=L12758","https://www.igi.org/reports/verify-your-report?r=617440317","CVD"
"7543","Round Diamond","ROUND","1366.88","1866.88","4.05","IDEAL","H","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","10.18-10.26*6.27","61.3","57","ROU59","IGI","621476756","https://mglgd.com/Media/viewer3/Vision360.html?d=L17375","https://www.igi.org/reports/verify-your-report?r=621476756","CVD"
"7544","Round Diamond","ROUND","1353.38","1853.38","4.01","EXCELLENT","H","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","10.27-10.37*6.04","58.5","63","ROU67","IGI","605329667","https://mglgd.com/Media/viewer3/Vision360.html?d=Y2319","https://www.igi.org/reports/verify-your-report?r=605329667","CVD"
"7545","Round Diamond","ROUND","1353.38","1853.38","4.01","EXCELLENT","H","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","10.15-10.20*6.21","61","61","ROU66","IGI","605392757","https://mglgd.com/Media/viewer3/Vision360.html?d=Y2509","https://www.igi.org/reports/verify-your-report?r=605392757","CVD"
"7546","Round Diamond","ROUND","1900","2400","3.8","EXCELLENT","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","10.14-10.17*5.95","58.6","60","ROU64","IGI","627478025","https://mglgd.com/Media/viewer3/Vision360.html?d=L24686","https://www.igi.org/reports/verify-your-report?r=627478025","CVD"
"7547","Round Diamond","ROUND","1338.75","1838.75","3.57","IDEAL","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.75-9.79*6.00","61.4","59","ROU25","IGI","630450338","https://mglgd.com/Media/viewer3/Vision360.html?d=L28364","https://www.igi.org/reports/verify-your-report?r=630450338","CVD"
"7548","Round Diamond","ROUND","1335","1835","3.56","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.85-9.90*5.85","59.2","62","ROU46","IGI","631466767","https://mglgd.com/Media/viewer3/Vision360.html?d=L29902","https://www.igi.org/reports/verify-your-report?r=631466767","CVD"
"7549","Round Diamond","ROUND","1327.5","1827.5","3.54","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.79-9.85*5.95","60.6","61","ROU33","IGI","630450339","https://mglgd.com/Media/viewer3/Vision360.html?d=L28365","https://www.igi.org/reports/verify-your-report?r=630450339","CVD"
"7550","Round Diamond","ROUND","1327.5","1827.5","3.54","IDEAL","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.70-9.77*6.07","62.3","57","ROU61","IGI","631469709","https://mglgd.com/Media/viewer3/Vision360.html?d=L28695","https://www.igi.org/reports/verify-your-report?r=631469709","CVD"
"7551","Round Diamond","ROUND","1327.5","1827.5","3.54","IDEAL","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.79-9.82*5.92","60.3","59","ROU87","IGI","631466765","https://mglgd.com/Media/viewer3/Vision360.html?d=L30049","https://www.igi.org/reports/verify-your-report?r=631466765","CVD"
"7552","Round Diamond","ROUND","1323.75","1823.75","3.53","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.82-9.85*5.87","59.8","62","ROU92","IGI","631469712","https://mglgd.com/Media/viewer3/Vision360.html?d=L28698","https://www.igi.org/reports/verify-your-report?r=631469712","CVD"
"7553","Round Diamond","ROUND","1316.25","1816.25","3.51","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.62-9.65*6.06","62.9","55","ROU69","IGI","631466769","https://mglgd.com/Media/viewer3/Vision360.html?d=L29903","https://www.igi.org/reports/verify-your-report?r=631466769","CVD"
"7554","Round Diamond","ROUND","1312.5","1812.5","3.5","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.80-9.83*5.88","59.9","62","ROU21","IGI","630450347","https://mglgd.com/Media/viewer3/Vision360.html?d=L28542","https://www.igi.org/reports/verify-your-report?r=630450347","CVD"
"7555","Round Diamond","ROUND","1237.5","1737.5","3.6","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.81-9.85*6.02","61.3","57","ROU63","IGI","627478061","https://mglgd.com/Media/viewer3/Vision360.html?d=L24478","https://www.igi.org/reports/verify-your-report?r=627478061","CVD"
"7556","Round Diamond","ROUND","1237.5","1737.5","3.6","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.84-9.87*6.05","61.3","58","ROU58","IGI","628473058","https://mglgd.com/Media/viewer3/Vision360.html?d=L26318","https://www.igi.org/reports/verify-your-report?r=628473058","CVD"
"7557","Round Diamond","ROUND","1234.06","1734.06","3.59","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.82-9.87*5.92","60.2","61","ROU66","IGI","628490945","https://mglgd.com/Media/viewer3/Vision360.html?d=Y04839","https://www.igi.org/reports/verify-your-report?r=628490945","CVD"
"7558","Round Diamond","ROUND","1230.63","1730.63","3.58","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.86-9.90*5.96","60.3","58","ROU40","IGI","628453896","https://mglgd.com/Media/viewer3/Vision360.html?d=L26573","https://www.igi.org/reports/verify-your-report?r=628453896","CVD"
"7559","Round Diamond","ROUND","1227.19","1727.19","3.57","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.81-9.87*6.00","60.9","60","ROU89","IGI","628419522","https://mglgd.com/Media/viewer3/Vision360.html?d=L26937","https://www.igi.org/reports/verify-your-report?r=628419522","CVD"
"7560","Round Diamond","ROUND","1220.31","1720.31","3.55","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.84-9.86*5.96","60.6","59","ROU47","IGI","627497389","https://mglgd.com/Media/viewer3/Vision360.html?d=L24161","https://www.igi.org/reports/verify-your-report?r=627497389","CVD"
"7561","Round Diamond","ROUND","1220.31","1720.31","3.55","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.88-9.92*5.84","59","61","ROU82","IGI","628419555","https://mglgd.com/Media/viewer3/Vision360.html?d=L27160","https://www.igi.org/reports/verify-your-report?r=628419555","CVD"
"7562","Round Diamond","ROUND","1216.88","1716.88","3.54","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.84-9.87*5.87","59.6","60","ROU64","IGI","628419548","https://mglgd.com/Media/viewer3/Vision360.html?d=L27161","https://www.igi.org/reports/verify-your-report?r=628419548","CVD"
"7563","Round Diamond","ROUND","1216.88","1716.88","3.54","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.70-9.74*6.04","62.1","58","ROU40","IGI","629498209","https://mglgd.com/Media/viewer3/Vision360.html?d=L28091","https://www.igi.org/reports/verify-your-report?r=629498209","CVD"
"7564","Round Diamond","ROUND","1213.44","1713.44","3.53","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.82-9.86*5.86","59.5","61","ROU21","IGI","628472746","https://mglgd.com/Media/viewer3/Vision360.html?d=L26660","https://www.igi.org/reports/verify-your-report?r=628472746","CVD"
"7565","Round Diamond","ROUND","1213.44","1713.44","3.53","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.63-9.66*6.00","62.2","58","ROU27","IGI","628419518","https://mglgd.com/Media/viewer3/Vision360.html?d=L26941","https://www.igi.org/reports/verify-your-report?r=628419518","CVD"
"7566","Round Diamond","ROUND","1213.44","1713.44","3.53","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.85-9.91*5.80","58.7","62","ROU87","IGI","628419515","https://mglgd.com/Media/viewer3/Vision360.html?d=L27025","https://www.igi.org/reports/verify-your-report?r=628419515","CVD"
"7567","Round Diamond","ROUND","1213.44","1713.44","3.53","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.79-9.83*5.90","60.1","60","ROU38","IGI","629476642","https://mglgd.com/Media/viewer3/Vision360.html?d=L27466","https://www.igi.org/reports/verify-your-report?r=629476642","CVD"
"7568","Round Diamond","ROUND","1206.56","1706.56","3.51","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.65-9.70*5.97","61.7","61","ROU46","IGI","627412928","https://mglgd.com/Media/viewer3/Vision360.html?d=L25445","https://www.igi.org/reports/verify-your-report?r=627412928","CVD"
"7569","Round Diamond","ROUND","1206.56","1706.56","3.51","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.79-9.82*5.95","60.7","60","ROU35","IGI","628472759","https://mglgd.com/Media/viewer3/Vision360.html?d=L26662","https://www.igi.org/reports/verify-your-report?r=628472759","CVD"
"7570","Round Diamond","ROUND","1206.56","1706.56","3.51","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.79-9.83*5.90","60.1","60","ROU32","IGI","628472748","https://mglgd.com/Media/viewer3/Vision360.html?d=L26671","https://www.igi.org/reports/verify-your-report?r=628472748","CVD"
"7571","Round Diamond","ROUND","1203.13","1703.13","3.5","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.92-9.96*5.87","59","61","ROU79","IGI","627478005","https://mglgd.com/Media/viewer3/Vision360.html?d=L24737","https://www.igi.org/reports/verify-your-report?r=627478005","CVD"
"7572","Round Diamond","ROUND","1203.13","1703.13","3.5","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.80-9.87*5.86","59.6","61","ROU88","IGI","627412919","https://mglgd.com/Media/viewer3/Vision360.html?d=L25361","https://www.igi.org/reports/verify-your-report?r=627412919","CVD"
"7573","Round Diamond","ROUND","1203.13","1703.13","3.5","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.64-9.70*5.98","61.9","59","ROU34","IGI","628453016","https://mglgd.com/Media/viewer3/Vision360.html?d=L25908","https://www.igi.org/reports/verify-your-report?r=628453016","CVD"
"7574","Round Diamond","ROUND","1203.13","1703.13","3.5","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.52-9.59*5.96","62.3","60","ROU52","IGI","628453181","https://mglgd.com/Media/viewer3/Vision360.html?d=L25957","https://www.igi.org/reports/verify-your-report?r=628453181","CVD"
"7575","Round Diamond","ROUND","1203.13","1703.13","3.5","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.74-9.81*5.92","60.6","62","ROU85","IGI","628453256","https://mglgd.com/Media/viewer3/Vision360.html?d=L25960","https://www.igi.org/reports/verify-your-report?r=628453256","CVD"
"7576","Round Diamond","ROUND","1203.13","1703.13","3.5","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.59-9.66*6.05","62.8","59","ROU85","IGI","628453246","https://mglgd.com/Media/viewer3/Vision360.html?d=L25961","https://www.igi.org/reports/verify-your-report?r=628453246","CVD"
"7577","Round Diamond","ROUND","1203.13","1703.13","3.5","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.69-9.78*5.85","60","63","ROU63","IGI","627432317","https://mglgd.com/Media/viewer3/Vision360.html?d=L25965","https://www.igi.org/reports/verify-your-report?r=627432317","CVD"
"7578","Round Diamond","ROUND","1203.13","1703.13","3.5","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.79-9.83*5.91","60.2","59","ROU57","IGI","628472941","https://mglgd.com/Media/viewer3/Vision360.html?d=L26357","https://www.igi.org/reports/verify-your-report?r=628472941","CVD"
"7579","Round Diamond","ROUND","1203.13","1703.13","3.5","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.75-9.78*6.03","61.8","55","ROU58","IGI","628472764","https://mglgd.com/Media/viewer3/Vision360.html?d=L26672","https://www.igi.org/reports/verify-your-report?r=628472764","CVD"
"7580","Round Diamond","ROUND","1203.13","1703.13","3.5","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.80-9.84*5.91","60.2","60","ROU10","IGI","628472733","https://mglgd.com/Media/viewer3/Vision360.html?d=L26675","https://www.igi.org/reports/verify-your-report?r=628472733","CVD"
"7581","Round Diamond","ROUND","1203.13","1703.13","3.5","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.80-9.85*5.90","60","61","ROU98","IGI","628419585","https://mglgd.com/Media/viewer3/Vision360.html?d=L26944","https://www.igi.org/reports/verify-your-report?r=628419585","CVD"
"7582","Round Diamond","ROUND","1203.13","1703.13","3.5","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.75-9.78*5.88","60.2","63","ROU70","IGI","629476661","https://mglgd.com/Media/viewer3/Vision360.html?d=L27553","https://www.igi.org/reports/verify-your-report?r=629476661","CVD"
"7583","Round Diamond","ROUND","1203.13","1703.13","3.5","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.78-9.86*5.79","59","62","ROU80","IGI","629476700","https://mglgd.com/Media/viewer3/Vision360.html?d=L27606","https://www.igi.org/reports/verify-your-report?r=629476700","CVD"
"7584","Round Diamond","ROUND","1382.06","1882.06","3.51","EXCELLENT","G","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.84-9.88*5.86","59.4","62","ROU68","IGI","624441393","https://mglgd.com/Media/viewer3/Vision360.html?d=L22773","https://www.igi.org/reports/verify-your-report?r=624441393","CVD"
"7585","Round Diamond","ROUND","1378.13","1878.13","3.5","EXCELLENT","G","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.72-9.83*5.78","59","62","ROU45","IGI","625474818","https://mglgd.com/Media/viewer3/Vision360.html?d=L23613","https://www.igi.org/reports/verify-your-report?r=625474818","CVD"
"7586","Round Diamond","ROUND","1215","1715","3.6","EXCELLENT","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.90-9.94*5.97","60.2","57","ROU58","IGI","629476651","https://mglgd.com/Media/viewer3/Vision360.html?d=Y05023","https://www.igi.org/reports/verify-your-report?r=629476651","CVD"
"7587","Round Diamond","ROUND","1188","1688","3.52","EXCELLENT","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.78-9.86*5.96","60.8","61","ROU10","IGI","627432415","https://mglgd.com/Media/viewer3/Vision360.html?d=L25739","https://www.igi.org/reports/verify-your-report?r=627432415","CVD"
